1522661303.792990000	0	316	1
1522661303.808975000	0.015985	159	1
1522661303.809181000	0.016191	344	0
1522661303.809497000	0.0165071	474	1
1522661303.825871000	0.032881	135	0
1522661303.826116000	0.0331261	104	1
1522661303.826401000	0.033411	104	0
1522661303.885205000	0.0922151	74	0
1522661303.909135000	0.116145	650	0
1522661303.909166000	0.116176	74	1
1522661303.909401000	0.116411	1294	0
1522661303.909662000	0.116672	1294	0
1522661303.909664000	0.116674	1294	0
1522661303.909678000	0.116688	74	1
1522661303.909968000	0.116978	1294	0
1522661303.909970000	0.11698	1294	0
1522661303.909980000	0.11699	74	1
1522661303.910226000	0.117236	1294	0
1522661303.910498000	0.117508	1294	0
1522661303.910510000	0.11752	74	1
1522661303.910635000	0.117645	739	0
1522661303.917283000	0.124293	1294	0
1522661303.917319000	0.124329	74	1
1522661303.917539000	0.124549	1294	0
1522661303.917606000	0.124616	1294	0
1522661303.917626000	0.124636	74	1
1522661303.917815000	0.124825	1294	0
1522661303.918119000	0.125129	1294	0
1522661303.918129000	0.125139	74	1
1522661303.925575000	0.132585	1294	0
1522661303.925829000	0.132839	1294	0
1522661303.925852000	0.132862	74	1
1522661303.925979000	0.132989	1294	0
1522661303.926125000	0.133135	1294	0
1522661303.926140000	0.13315	74	1
1522661303.926259000	0.133269	1294	0
1522661303.926399000	0.133409	1294	0
1522661303.926408000	0.133418	74	1
1522661303.926550000	0.13356	1294	0
1522661303.926680000	0.13369	1294	0
1522661303.926692000	0.133702	74	1
1522661303.926753000	0.133763	895	0
1522661303.928202000	0.135212	1294	0
1522661303.928231000	0.135241	74	1
1522661303.928494000	0.135504	1294	0
1522661303.928763000	0.135773	1294	0
1522661303.928776000	0.135786	74	1
1522661303.929041000	0.136051	1294	0
1522661303.929194000	0.136204	1294	0
1522661303.929207000	0.136217	74	1
1522661303.929342000	0.136352	1294	0
1522661303.930237000	0.137247	1294	0
1522661303.930254000	0.137264	74	1
1522661303.930525000	0.137535	1294	0
1522661303.930820000	0.13783	1294	0
1522661303.930833000	0.137843	74	1
1522661303.934824000	0.141834	1294	0
1522661303.935084000	0.142094	1294	0
1522661303.935102000	0.142112	74	1
1522661303.935170000	0.14218	1294	0
1522661303.935383000	0.142393	1294	0
1522661303.935395000	0.142405	74	1
1522661303.935700000	0.14271	1294	0
1522661303.935703000	0.142713	1294	0
1522661303.935713000	0.142723	74	1
1522661303.939873000	0.146883	1294	0
1522661303.940145000	0.147155	1294	0
1522661303.940178000	0.147188	74	1
1522661303.940442000	0.147452	1294	0
1522661303.941135000	0.148145	1294	0
1522661303.941151000	0.148161	74	1
1522661303.941408000	0.148418	1294	0
1522661303.941689000	0.148699	1294	0
1522661303.941702000	0.148712	74	1
1522661303.941978000	0.148988	1294	0
1522661303.942261000	0.149271	1294	0
1522661303.942273000	0.149283	74	1
1522661303.942557000	0.149567	1294	0
1522661303.943250000	0.15026	1294	0
1522661303.943265000	0.150275	74	1
1522661303.943331000	0.150341	74	1
1522661303.943564000	0.150574	1294	0
1522661303.943842000	0.150852	1294	0
1522661303.943854000	0.150864	74	1
1522661303.944116000	0.151126	1294	0
1522661303.944413000	0.151423	1294	0
1522661303.944423000	0.151433	74	1
1522661303.944685000	0.151695	1294	0
1522661303.945478000	0.152488	1294	0
1522661303.945501000	0.152511	74	1
1522661303.945750000	0.15276	1294	0
1522661303.946040000	0.15305	1294	0
1522661303.946052000	0.153062	74	1
1522661303.946930000	0.15394	1090	0
1522661303.947180000	0.15419	112	1
1522661303.966694000	0.173704	74	0
1522661304.041053000	0.248063	327	1
1522661304.041342000	0.248352	169	1
1522661304.059677000	0.266687	74	0
1522661304.060012000	0.267022	74	0
1522661304.078584000	0.285594	252	0
1522661304.078919000	0.285929	1294	0
1522661304.078945000	0.285955	74	1
1522661304.079213000	0.286223	1294	0
1522661304.079279000	0.286289	1294	0
1522661304.079292000	0.286302	74	1
1522661304.079540000	0.28655	1294	0
1522661304.079609000	0.286619	425	0
1522661304.079610000	0.28662	112	0
1522661304.079612000	0.286622	147	0
1522661304.079625000	0.286635	74	1
1522661304.079898000	0.286908	1294	0
1522661304.079970000	0.28698	1294	0
1522661304.079981000	0.286991	74	1
1522661304.080174000	0.287184	1294	0
1522661304.080176000	0.287186	87	0
1522661304.080197000	0.287207	86	1
1522661304.080418000	0.287428	112	1
1522661304.080496000	0.287506	1294	0
1522661304.080512000	0.287522	86	1
1522661304.080774000	0.287784	1294	0
1522661304.080789000	0.287799	74	1
1522661304.155991000	0.363001	74	0
1522661304.170438000	0.377448	248	1
1522661304.172007000	0.379017	250	1
1522661304.187413000	0.394423	74	0
1522661304.189940000	0.39695	74	0
1522661304.190436000	0.397446	262	0
1522661304.190787000	0.397797	1294	0
1522661304.190809000	0.397819	74	1
1522661304.190961000	0.397971	1294	0
1522661304.191238000	0.398248	1294	0
1522661304.191254000	0.398264	74	1
1522661304.191388000	0.398398	1294	0
1522661304.191531000	0.398541	1294	0
1522661304.191544000	0.398554	74	1
1522661304.191664000	0.398674	1294	0
1522661304.191807000	0.398817	1294	0
1522661304.191820000	0.39883	74	1
1522661304.191961000	0.398971	1294	0
1522661304.192104000	0.399114	1294	0
1522661304.192118000	0.399128	74	1
1522661304.192251000	0.399261	1294	0
1522661304.192530000	0.39954	1294	0
1522661304.192545000	0.399555	74	1
1522661304.192807000	0.399817	1294	0
1522661304.192890000	0.3999	1294	0
1522661304.192900000	0.39991	74	1
1522661304.193082000	0.400092	1294	0
1522661304.193393000	0.400403	1294	0
1522661304.193406000	0.400416	74	1
1522661304.194352000	0.401362	1294	0
1522661304.194498000	0.401508	1294	0
1522661304.194512000	0.401522	74	1
1522661304.194968000	0.401978	1294	0
1522661304.195242000	0.402252	1294	0
1522661304.195257000	0.402267	74	1
1522661304.195326000	0.402336	1294	0
1522661304.195584000	0.402594	1294	0
1522661304.195597000	0.402607	74	1
1522661304.195863000	0.402873	1294	0
1522661304.195938000	0.402948	1294	0
1522661304.195953000	0.402963	74	1
1522661304.196159000	0.403169	1294	0
1522661304.196237000	0.403247	1294	0
1522661304.196239000	0.403249	1294	0
1522661304.196254000	0.403264	74	1
1522661304.196492000	0.403502	1294	0
1522661304.196495000	0.403505	1294	0
1522661304.196509000	0.403519	74	1
1522661304.196570000	0.40358	1294	0
1522661304.196778000	0.403788	1294	0
1522661304.196789000	0.403799	74	1
1522661304.196859000	0.403869	1294	0
1522661304.196970000	0.40398	74	1
1522661304.197102000	0.404112	1294	0
1522661304.197379000	0.404389	1294	0
1522661304.197392000	0.404402	74	1
1522661304.197659000	0.404669	1294	0
1522661304.197948000	0.404958	1294	0
1522661304.197963000	0.404973	74	1
1522661304.198227000	0.405237	1294	0
1522661304.198302000	0.405312	1294	0
1522661304.198315000	0.405325	74	1
1522661304.198521000	0.405531	1294	0
1522661304.198597000	0.405607	1294	0
1522661304.198610000	0.40562	74	1
1522661304.198858000	0.405868	1294	0
1522661304.199151000	0.406161	1294	0
1522661304.199165000	0.406175	74	1
1522661304.199443000	0.406453	1294	0
1522661304.199720000	0.40673	1294	0
1522661304.199736000	0.406746	74	1
1522661304.199994000	0.407004	1294	0
1522661304.200070000	0.40708	1294	0
1522661304.200079000	0.407089	74	1
1522661304.200275000	0.407285	1294	0
1522661304.200345000	0.407355	1294	0
1522661304.200355000	0.407365	74	1
1522661304.200622000	0.407632	1294	0
1522661304.200895000	0.407905	1294	0
1522661304.200909000	0.407919	74	1
1522661304.201201000	0.408211	1294	0
1522661304.201469000	0.408479	1294	0
1522661304.201483000	0.408493	74	1
1522661304.201779000	0.408789	1294	0
1522661304.202057000	0.409067	1294	0
1522661304.202072000	0.409082	74	1
1522661304.206897000	0.413907	1294	0
1522661304.207166000	0.414176	1294	0
1522661304.207192000	0.414202	74	1
1522661304.207437000	0.414447	1294	0
1522661304.207503000	0.414513	1294	0
1522661304.207516000	0.414526	74	1
1522661304.207736000	0.414746	1294	0
1522661304.207815000	0.414825	1294	0
1522661304.207826000	0.414836	74	1
1522661304.208014000	0.415024	1294	0
1522661304.208085000	0.415095	1294	0
1522661304.208097000	0.415107	74	1
1522661304.208313000	0.415323	1294	0
1522661304.208381000	0.415391	1294	0
1522661304.208394000	0.415404	74	1
1522661304.208593000	0.415603	1294	0
1522661304.208596000	0.415606	1294	0
1522661304.208610000	0.41562	74	1
1522661304.209289000	0.416299	1294	0
1522661304.209566000	0.416576	1294	0
1522661304.209580000	0.41659	74	1
1522661304.209847000	0.416857	1294	0
1522661304.210136000	0.417146	1294	0
1522661304.210150000	0.41716	74	1
1522661304.211694000	0.418704	1294	0
1522661304.213210000	0.42022	1294	0
1522661304.213235000	0.420245	74	1
1522661304.213421000	0.420431	1294	0
1522661304.213495000	0.420505	1294	0
1522661304.213507000	0.420517	74	1
1522661304.213731000	0.420741	1294	0
1522661304.213806000	0.420816	1294	0
1522661304.213818000	0.420828	74	1
1522661304.214008000	0.421018	1294	0
1522661304.214082000	0.421092	1294	0
1522661304.214094000	0.421104	74	1
1522661304.214281000	0.421291	1294	0
1522661304.214350000	0.42136	1294	0
1522661304.214365000	0.421375	74	1
1522661304.214512000	0.421522	1294	0
1522661304.214586000	0.421596	1294	0
1522661304.214595000	0.421605	74	1
1522661304.214655000	0.421665	1294	0
1522661304.214805000	0.421815	1294	0
1522661304.214818000	0.421828	74	1
1522661304.214878000	0.421888	1294	0
1522661304.214944000	0.421954	1294	0
1522661304.214956000	0.421966	74	1
1522661304.215085000	0.422095	1294	0
1522661304.215154000	0.422164	1294	0
1522661304.215165000	0.422175	74	1
1522661304.215452000	0.422462	1294	0
1522661304.215644000	0.422654	1294	0
1522661304.215657000	0.422667	74	1
1522661304.215720000	0.42273	1294	0
1522661304.215933000	0.422943	1294	0
1522661304.215945000	0.422955	74	1
1522661304.216024000	0.423034	1294	0
1522661304.216226000	0.423236	1294	0
1522661304.216243000	0.423253	74	1
1522661304.216306000	0.423316	1294	0
1522661304.216595000	0.423605	1294	0
1522661304.216607000	0.423617	74	1
1522661304.216872000	0.423882	1294	0
1522661304.217161000	0.424171	1294	0
1522661304.217175000	0.424185	74	1
1522661304.219357000	0.426367	1294	0
1522661304.219646000	0.426656	1294	0
1522661304.219667000	0.426677	74	1
1522661304.219740000	0.42675	1294	0
1522661304.220000000	0.42701	1294	0
1522661304.220003000	0.427013	1294	0
1522661304.220019000	0.427029	74	1
1522661304.220214000	0.427224	1294	0
1522661304.220284000	0.427294	1294	0
1522661304.220295000	0.427305	74	1
1522661304.220448000	0.427458	1294	0
1522661304.220519000	0.427529	1294	0
1522661304.220530000	0.42754	74	1
1522661304.220591000	0.427601	1294	0
1522661304.220696000	0.427706	1294	0
1522661304.220709000	0.427719	74	1
1522661304.220787000	0.427797	1294	0
1522661304.220856000	0.427866	1294	0
1522661304.220870000	0.42788	74	1
1522661304.221010000	0.42802	1294	0
1522661304.223275000	0.430285	74	1
1522661304.224866000	0.431876	1294	0
1522661304.225023000	0.432033	1294	0
1522661304.225039000	0.432049	74	1
1522661304.225151000	0.432161	1294	0
1522661304.225220000	0.43223	1294	0
1522661304.225231000	0.432241	74	1
1522661304.225292000	0.432302	1294	0
1522661304.225502000	0.432512	1294	0
1522661304.225505000	0.432515	1294	0
1522661304.225520000	0.43253	74	1
1522661304.225578000	0.432588	1294	0
1522661304.225753000	0.432763	1294	0
1522661304.225765000	0.432775	74	1
1522661304.225881000	0.432891	1294	0
1522661304.226028000	0.433038	1294	0
1522661304.226041000	0.433051	74	1
1522661304.226099000	0.433109	1294	0
1522661304.226172000	0.433182	1294	0
1522661304.226185000	0.433195	74	1
1522661304.226241000	0.433251	954	0
1522661304.226261000	0.433271	86	1
1522661304.227379000	0.434389	1294	0
1522661304.227407000	0.434417	86	1
1522661304.227658000	0.434668	1294	0
1522661304.227680000	0.43469	74	1
1522661304.228914000	0.435924	112	1
1522661304.249669000	0.456679	86	1
1522661304.249908000	0.456918	86	1
1522661304.292296000	0.499306	74	0
1522661304.407345000	0.614355	317	1
1522661304.425611000	0.632621	74	0
1522661304.426165000	0.633175	203	0
1522661304.426521000	0.633531	1294	0
1522661304.426542000	0.633552	74	1
1522661304.426684000	0.633694	1294	0
1522661304.426813000	0.633823	1294	0
1522661304.426826000	0.633836	74	1
1522661304.426961000	0.633971	1294	0
1522661304.427092000	0.634102	1294	0
1522661304.427103000	0.634113	74	1
1522661304.427256000	0.634266	1294	0
1522661304.427449000	0.634459	1294	0
1522661304.427451000	0.634461	1294	0
1522661304.427464000	0.634474	74	1
1522661304.427544000	0.634554	1294	0
1522661304.427676000	0.634686	1294	0
1522661304.427690000	0.6347	74	1
1522661304.427748000	0.634758	1294	0
1522661304.427826000	0.634836	1294	0
1522661304.427836000	0.634846	74	1
1522661304.427957000	0.634967	1294	0
1522661304.428100000	0.63511	1294	0
1522661304.428113000	0.635123	74	1
1522661304.428233000	0.635243	1294	0
1522661304.428407000	0.635417	1294	0
1522661304.428409000	0.635419	1294	0
